Year,Revenue,Expenses,Unemployment,CPI,BarrelOil,NetAssets
2023,68605634.12,62421291.79,3.4377,308.831,86.08,57894685.74
2011,52821988.27,50512324.85,9.3422,225.463,125,17229655.58
2021,66586105.34,57904600.37,5.3533,277.622,69.87,61498753.18
2012,52013076.67,44238696.38,8.0114,231.4,111.66,23165069.71
2015,42444448.89,42389916.77,5.8209,246.99,47.78,20870432.28
2012,52052927.59,46847890.56,8.0482,232.437,116.92,23300629.42
2021,75782305.81,61930746.88,5.0771,284.405,66.65,61788336.63
2012,43895191.7,39631485.25,7.9586,226.623,123.54,20512138.67
2015,44914266.17,44891830.7,5.2404,244.635,48,22188630.16
2020,73156591.78,50330926.56,7.7479,267.999,42.53,47017963.47
2024,94965722.69,83773357.01,4.4764,319.826,61.13,71839676.99
2019,62494088.08,59199547.9,3.7585,265.154,77.15,24198999.83
2018,63128825.7,56623223.24,3.8132,252.535,82.61,21766121.96
2024,82406936.86,75411656.96,3.4139,325,88.45,61181883.89
2011,51335209.11,50981448.34,8.7057,227.902,91.67,19548037.54
2021,72115598.82,61033494.76,5.6048,279.438,80.65,66290208.66
2015,42885238.16,50067616.92,4.6675,240.51,56.13,23926528.69
2017,64206829.2,59708028.74,3.9954,251.218,48.13,27585567.96
2011,48649644.55,51969014.08,8.3525,223.917,125,15313576.13
2022,59376113.51,64436455.51,3.5842,294.695,91.61,54219581.77
2011,51785658.95,53082212.91,8.5322,229.843,100.71,18372810.38
2019,55491174.28,54890691.28,4.0479,267.703,61.76,21191696.33
2015,38647816.71,40326857.76,5.3696,243.42,56.95,19419797.31
2022,63595944.17,66928618.77,4.1169,293.447,90.45,49782658.85
2020,80226398.01,54276661.05,8.1182,270.025,50.04,47761205.08
2024,77162487.62,70321228.14,4.0639,317.816,64.56,61388983.8
2016,39846463.43,43722652.45,4.8301,246.086,43.72,20523714.65
2018,67775789.78,68979715.23,3.8492,257.397,76.08,24317475.28
2014,45699031.37,46874771.48,6.1046,235.973,97.35,25303515.4
2013,48957704.99,49892614.11,7.264,231.591,110.04,31136482.54
2019,64818453.15,67414704.96,3.1305,268.673,49.11,22380881.05
2016,42265229.01,43097081.37,4.9632,245.883,48.33,20672448.64
2024,97486079.08,85126429.88,4.1517,316.458,82.17,72050919.06
2018,59434461.88,61914296.22,3.6925,262.306,77.33,24256281.26
2015,40530496.37,44635858.75,5.6902,241.434,48.93,18874278.31
2021,57986110.38,49906828.23,5.0058,269.832,71.38,54417466.56
2014,46261509.06,47843332,5.9977,233.534,116.05,24372171.73
2020,64747175.76,45419214.51,7.9793,268.252,44.69,37906557.99
2022,65408482.52,64334388.42,4.3872,292.621,93.65,56590106.3
2012,49511057.09,48856292.94,8.2675,229.863,113.42,24668915.87
2015,46281790.97,45243560.5,6.1877,246.919,52.61,23284237.77
2017,60067075.43,59186762.38,4.2747,246.092,57.96,26630742.43
2014,44516162.45,43738791.36,6.3425,238.695,94.83,21815600.13
2022,58886332.92,64333160.66,3.8242,295.589,103.2,56792141.94
2022,60734583.88,61711444.09,3.8746,291.809,82.69,59874650.86
2020,72471905.95,45855598.48,7.7948,266.674,46.19,44017623.67
2021,63672923.06,56488099.11,5.7643,278.099,61.69,58689433.78
2021,70180795.39,57760278.77,5.3396,283.941,73.36,58970526.16
2016,48179416.36,50597858.34,4.4503,248.56,45.17,21311537.39
2011,51962762.23,58711217.81,8.7183,222.52,89.75,19292795.52
2019,58599300.74,57053508.93,3.8602,264.368,73.13,21374084.54
2021,69819516.14,59830286.42,5.3653,277.669,77.45,58990797.96
2020,79364375.38,50509974.18,8.2462,268.513,40.49,41550253.04
2014,32928341.73,34326810.36,5.6665,234.135,99.94,19324654.27
2011,40478458.6,45564478.23,8.6016,226.489,103.87,15301705.66
2011,54632445.42,54780811.56,8.6987,224.062,114.4,18580199.56
2022,57230687.37,56934874.62,3.7333,294.091,117.34,49880199.58
2022,67670451.01,74913959.21,3.6289,296.315,88.31,58710229.89
2024,91994563.13,74822788.73,3.8554,316.333,88.14,71391737.61
2019,57744736.54,54363419.52,3.8937,264.108,69.61,21963867.73
2021,75336006.61,63153904.52,5.0879,276.906,53.21,72921199.26
2018,51990342.21,59387842.89,3.1777,254.374,67.27,22185687.04
2014,46167309.61,51440911.81,6.3882,241.265,109.28,26552043.22
2016,43020610.18,44743296.52,5.5123,244.66,38.48,23551325.29
2011,53385005.16,52026586.81,9.2599,220.996,97.69,17996703.72
2012,50423257.76,45880817.73,8.3973,225.093,106.92,21721100.2
2015,50496165.46,49799751.32,4.9168,248.884,54.32,24068630.05
2023,67059538.02,63514242.57,3.7802,311.462,89.05,55709860.25
2021,67942269.3,53265101.01,5.4894,283.152,64.48,55372598.9
2011,51196806.63,51623959.93,9.0842,223.991,101.49,16839912.93
2015,50918749.6,50733830.2,6.0234,242.907,46.5,22091862.15
2016,41869568.59,47600620.47,5.56,249.944,43.71,22032959.48
2022,52189674.52,50349483.73,3.7006,299.734,102.42,43451317.52
2013,38823178.07,36974548.3,7.1164,232.42,118.49,23324595.01
2016,40508579.56,44141102.07,4.6551,250.656,36.46,20007390.74
2019,52042798.22,53425840.76,4.3645,265.416,63.14,17053223.16
2023,75133313.84,70450838.98,2.9665,308.498,96.04,56302990.35
2017,58729127.06,56222193.23,4.231,256.698,52.78,26494304.72
2014,41546096.2,46439471.32,5.9164,232.426,84.78,21480384.37
2012,54021724.13,52909292.18,8.2718,228.718,125,25037924.68
2019,57231932.4,54932266.89,3.5903,266.036,69.18,21174130.72
2012,49139189.23,42832709.68,8.4193,227.28,98.5,24766625.09
2023,66136661.04,55330931.22,3.812,308.506,73.27,45802661.29
2022,59854446.95,66571418.09,3.8491,296.206,75.11,53937657.17
2015,45004767,46361507.44,4.6488,246.834,42.57,24115173.42
2011,52486512.91,56647828.28,8.8584,226.676,112.7,19292101.24
2016,43527248.12,44843388.89,3.795,252.087,41.34,21732725.94
2022,57976197.9,60371993.3,3.9267,297.594,94.26,55673560.63
2020,75820228.78,51937942.82,7.9184,270.826,49.37,46607351.37
2024,89704269.06,80202179.87,3.6936,320.434,79.14,71855069.86
2021,62006239.86,49488922.54,5.3281,277.074,82.88,55202822.72
2022,67074551.98,69701672.31,3.5565,291.714,103.03,64895985.93
2015,46354974.08,46357051,5.4021,244.62,48.2,23158634.36
2015,50226298.31,52888495.13,5.2615,247.968,49.24,24516294.44
2022,67981568.68,70834396.4,3.7785,294.464,111.21,55633924.04
2021,67570808.44,54136362.56,4.9961,273.07,85.44,59546335.15
2012,43347685.15,40610680.01,7.4804,230.323,111.63,21155035.23
2013,42125952.05,40650551.97,7.4095,232.481,111.54,24102124.67
2014,45349150.66,49021453.79,6.079,233.294,92.16,24784702.89
2024,96176358.94,84512744.45,3.7667,315.496,92.51,69242317.94
2021,54131939.57,46850116.26,5.2531,275.189,70.07,50729236.53
2022,58326675.02,59003490.48,3.8188,297.413,77.28,48367492.15
2019,61815080.17,60891681.38,3.6459,272.116,74.1,23628970.75
2022,46682313.49,52453462.17,3.7494,294.184,92.2,40531910.02
2020,79876953.07,56142050.04,8.106,270.158,40.26,51349065.77
2013,42832901.73,44454719.82,7.527,228.321,98,28119876.83
2020,80724992.49,53333799.66,7.6236,267.536,57.13,51183084.01
2022,49554283.97,53052915.39,3.4372,296.51,72.43,44416392.63
2016,41263409.82,44744927.15,4.7345,242.781,45.17,22987175.99
2018,67063657.16,69280775.79,4.2974,257.325,71.69,26613954.69
2021,57194104.59,47036707.25,6.0801,281.614,60.12,48774824.87
2012,45478700.28,44314574.9,8.9394,223.082,115.29,24077873.52
2014,41466290.5,44760022.32,6.1513,237.012,98.21,25765554.7
2013,54848390.3,50276318.38,6.8416,227.485,100.8,30524393.2
2019,55132846.37,56228255.9,4.1332,260.038,54.16,20817961.65
2018,62935642.15,64036073,3.8375,260.038,65.35,22718311.74
2013,42714299.31,41625681.35,7.7827,233.619,111.87,27640147.44
2020,65379696.63,41600363.06,7.8715,270.089,39.43,39358739.37
2018,59775840.75,59471013.49,4.6213,264.091,56.43,21267514.1
2012,46364712.56,38107564.01,8.0967,231.601,109.17,22306400.42
2011,51835282.38,48119340.49,8.5164,223.553,125,15192139.13
2016,42288709.43,42925728.14,5.2778,241.434,46.46,19701619.62
2020,77163277.87,52665144.68,7.9957,263.818,37.89,47793375.84
2013,45449793.54,40185436.72,7.3185,233.839,118.44,25181914.66
2013,46689530.65,42586939.95,7.5791,230.287,107,27733979.59
2013,43063608.4,39481668.6,7.3205,231.596,107.18,25611249.03
2022,57650611.34,61432771.93,3.7434,288.836,98.78,52774248.93
2014,49657532.18,54741244.05,6.7522,241.236,100.02,28176207.35
2012,43455963.94,37003479.17,7.3549,229.152,125,20177011.82
2021,65216722.76,52592703.09,5.6868,270.785,70.45,59008288.17
2014,39542218.02,46844172.65,6.3876,241.704,93.32,23345080.4
2014,43427102.29,46703405.8,6.4653,228.842,106.31,27453840.12
2018,53743552.06,57657159.81,3.7032,255.193,63.35,23625166.4
2013,41189717.67,40565695.9,7.5963,233.318,120.72,25818575.81
2016,37183833.89,39720038.09,5.0974,249.02,35,22348183.15
2012,43822753.47,37459969.03,8.0977,229.487,117.46,19981846.55
2012,55375556.24,47332002.65,8.6776,228.911,115.37,25206107.76
2014,37507436.51,36823317.95,6.6438,239.632,101.39,20051726.53
2014,40319634.06,49070971.28,6.3138,235.246,82.64,23420499.13
2024,93736001.76,83827733.02,4.0598,319.99,61.56,79892723.92
2013,46234124.28,41134702.91,7.5909,235.084,111.09,25397747.41
2020,88641088.94,60451507.32,8.456,267.463,40.47,48189305.54
2011,53826666.19,57575184.95,8.9553,227.87,101.32,19370260.03
2020,70603272.06,47790721.75,8.4535,262.78,39.25,42259218.69
2012,44522831.14,39273683.85,7.7124,224.114,122.9,21927158.35
2022,60998600.05,63169977.99,4.1894,295.077,97.5,50081719.85
2017,54292524.72,50732750.38,4.7733,244.07,60.36,22315255.31
2019,71185707.83,69161705.04,3.9468,262.738,60.78,24557050.03
2011,50967791.91,53001793.99,8.8207,228.759,109.93,18861141.43
2019,66128203.95,67407507.05,3.4782,261.071,50.12,25575744.91
2021,69062161.46,57561862.18,5.7632,272.588,69.83,62752022.82
2011,44460173.8,45830197.07,9.0003,230.45,112.36,15263308.69
2022,62453617.75,63365384.93,3.6336,295.407,109.23,50374177.87
2015,45822308.32,45279676.16,5.0453,237.971,45.76,21219371.3
2018,56697439.79,61437387.04,3.5561,261.45,69.41,24583527.85
2013,50366665.13,48944668.62,7.6688,239.658,113.42,29045684.76
2014,43403848.53,51920124.03,5.7322,241.852,89.9,22505640.27
2023,62911517.26,60106418.55,3.4779,309.335,83.79,55969205.08
2020,83581082.34,55958769.59,8.2096,269.18,39.03,51183103.57
2023,70825477.53,68795282.03,3.7143,307.354,77.74,52980035.42
2018,50264529.26,54243459.32,3.7626,256.246,78.58,20130817.17
2023,69211790.75,65208261.75,3.3499,314.773,79.35,54616174.1
2016,48821928.35,50948867.1,4.568,246.601,54.97,26198307.33
2012,58637630.87,48190222.9,7.8098,233.576,125,30133138.87
2016,43663855.89,50240315.18,4.7727,244.553,44.27,23977077
2024,97240456.69,85050542.39,3.3275,313.625,81.35,68105151.83
2023,76053511.79,77201667.32,3.6834,313.088,74.07,61266027.5
2024,100372754.3,86484437.57,4.4499,319.961,88.05,71533069.81
2014,41435911.79,46436674.27,6.6908,235.818,91.7,22183936.94
2013,40773495.89,38630209.8,7.585,233.001,111.8,25163404.43
2016,47291095.42,48287733.52,5.3249,247.043,44.82,20994986.08
2018,56088197.66,57352661.63,4.15,258.471,76.18,20209118.98
2017,46057811.87,42247978.03,4.1113,251.077,60.3,19524105.02
2023,76459745.31,67443501.32,3.835,309.818,83.45,58031118.99
2020,82907068.57,58229110.4,7.0789,266.362,35,44190783.69
2017,51956222.64,45962027.97,3.8522,248.638,67.13,20938379.75
2017,63408387.21,58318472.3,4.2519,249.893,64.81,26522406.24
2018,54697754.33,54749541.42,3.6091,256.667,64.63,22418839.31
2011,52004487.46,52702658.41,8.9125,223.86,97.34,18950591.38
2018,62261061.35,62823187.14,4.137,260.043,63.94,22611414.97
2018,60024211.89,60404689.89,3.9587,261.717,81.58,22685229.6
2022,70656922.37,72182461.29,3.3666,292.712,101.07,61904205.88
2016,45546540.81,52060190.64,4.8758,248.325,43.11,25507998.04
2022,67042192.9,66799177.49,4.1586,297.506,97.05,55369458.31
2019,59624721.12,63413335.44,3.7683,256.926,72.92,23234445.63
2021,73734826.77,57921386.57,5.6649,277.631,66.15,64487775.72
2019,50791634.82,46711268.53,4.0237,263.406,63.32,21144726.1
2021,67719130.3,55867872.53,5.3493,273.998,70.24,58361644.95
2011,44351188.33,43051460.13,8.9554,223.187,103.56,15684621.1
2011,57083679.48,57247982.56,9.1974,227.621,103.64,20123687.07
2021,71718411.74,60800109.78,5.2471,274.331,74.82,68985756.16
2017,54057127.48,52375154.92,4.444,248.393,60.68,23096074.71
2014,43414336.85,45144977.57,6.654,238.238,87.89,21857865.71
2018,54102020.81,57846285.75,3.5584,253.821,67.88,21299707.01
2011,49339400.39,48152115.56,8.5446,227.308,125,18516717.24
2011,49114975.85,45921385.67,9.2539,227.71,109.36,14302340.45
2022,66721302.75,65218259.14,3.0281,301.22,110.18,54299317.49
2014,37689242.7,41365872.35,5.6767,239.106,100.39,20348309.67
2019,54277436.11,57207431.71,3.2364,264.753,69.99,23930624.71
2014,42819390.41,49662421.22,6.111,237.276,106.49,26797381.96
2019,65173115.5,63043784.23,3.3601,263.921,50.44,24477891.22
2019,63426015.58,65264015.96,3.7857,261.034,66.1,25315987.74
2014,46824115.61,51252803.5,6.2748,239.537,95.24,27062517.52
2017,51565386.08,45623124.81,4.6193,250.166,58.56,20369147.7
2013,43721741.45,42662369.23,7.1794,234.186,99.79,29008305.91
2016,35093773.38,34793726.95,4.6989,251.184,43.78,15339960.23
2011,50674717.04,50820314.43,9.4486,222.598,86.26,16779789.84
2011,52061846.2,49794123.61,8.5859,226.584,93.22,16104036.67
2014,39042776.51,43505113.81,6.0956,232.509,84.13,22920751.37
2023,68302135.9,66699691.34,3.7598,307.396,97.84,50253002.23
2021,68928073.28,54584995.79,5.5933,273.954,71.15,57684930.9
2019,60898457.66,61974023.35,3.4998,262.076,69.23,22552862.76
2021,61437509.73,52448499.08,5.3999,276.186,69.3,51718992.77
2014,43191778.06,49316927.03,6.4546,236.048,86.91,25477028.59
2011,48076751.98,51087172.52,8.6677,228.572,117.61,17386954.37
2021,58834115.97,51402769.9,5.055,275.711,69.33,46518435.43
2011,52244168.17,48362576.4,9.1033,225.495,98.01,17602714.63
2016,37522618.02,41829606.1,4.6421,246.485,43.7,19035337.98
2013,49627597.82,45554329.8,7.5787,230.525,117.99,27154168.64
2022,74859100.26,70661523.29,3.4764,290.523,115.35,58209006.31
2015,41981757.28,44587403.66,5.3779,245.796,51.06,22539381.04
2012,53393699.38,45641662.51,7.2423,231.21,109.74,23695772.6
2011,56047192.01,55495029.92,9.4623,225.639,111.41,16495411.76
2019,75107704.27,71775760.26,3.3301,265.632,80.95,27605024.36
2012,52726135.78,47161593.27,8.0927,223.631,93.56,23636553.15
2020,89616679.22,60315745.58,8.0057,265.651,51.65,55226645.77
2012,44228131.88,40892092.74,8.5039,229.342,113.44,21272118.79
2019,70101373.11,68545943.02,4.0638,264.723,71.21,24236474.92
2020,73035395.25,50015174.27,7.9474,263.64,49.15,43093516.82
2018,71836733.58,72764779.91,4.2327,252.888,68.51,27585633.72
2013,44619664.53,42002011.81,6.72,229.283,125,27837757.85
2019,69183871.54,65221842.21,3.5899,259.294,60.08,27210760.52
2011,49106043.57,49410180.24,9.54,229.358,115.04,17625757.48
2017,61516726.55,57603142.38,3.9734,254.01,49.39,25574728.23
2023,85049978.89,81570482.87,3.902,305.881,91.05,74252618.25
2019,65349467.54,63486983.41,3.6976,261.721,75.64,22110549.92
2015,46918221.78,42246983.12,5.3732,244.909,55.13,22959229.45
2016,43098087.07,45220349.61,4.4055,246.291,47.63,21650567.25
2019,56383166.86,55279569.21,3.4428,258.607,55.4,21016672.26
2019,54589373.38,55749175.79,3.4323,266.039,58.29,19625943.82
2018,50280854.35,54450368.52,3.8818,251.929,60.18,21002690.66
2020,68814470.51,49248623.68,8.1969,268.333,46.68,46219493.11
2024,100517015.8,83554383.25,3.9538,323.025,78.93,67289361.57
2020,76114248.24,50061219.48,8.0116,264.033,35,47694092.22
2023,65008412.84,63709189.24,3.3921,308.173,67.5,61653790.26
2021,61415952.38,55032202.17,4.983,275.117,62.55,51051716.24
2013,48245154.04,44280355.61,7.2702,229.011,109.18,26815890.01
2024,96367930.12,82811748.28,3.8964,315.103,82.07,76821572.9
2011,54716034.03,55110033.67,8.9585,222.651,100.07,17632371.36
2023,74526332.94,68273576.04,3.313,313.874,76.57,58886119.47
2023,73479793.73,70174499.07,3.5758,312.498,79.44,60369209.32
2011,55153928.07,51558267.9,8.9293,230.513,108.35,16848868.7
2014,48295935.75,50922773.21,6.3597,235.309,100.77,26570216.46
2016,46830048.89,47457736.68,5.4321,250.434,46.91,20416108.22
2016,41868817.3,45559098.7,5.0203,248.552,41.33,23396572.92
2024,97114621.39,85792369.4,4.5803,317.81,83.43,70846274.42
2020,66739933.66,43232316,8.2516,270.198,41.79,42578140.14
2019,55449934.89,55815495.62,3.5434,268.042,76.21,22042483.99
2011,51286801.07,51652913.31,9.4224,227.623,116.34,16256350.57
2011,48876190.89,45910304.81,8.8904,229.361,125,16077558.7
2014,35378366.3,40078655.48,6.21,234.584,88.75,21668117.47
2014,39607871.59,49127865.01,6.8741,235.513,91.37,23726180.98
2023,66080710.89,66994276.16,3.3952,305.658,93.11,55814819.11
2015,42931217.71,44633840.61,5.3323,242.392,42.67,21714754.13
2011,58918225.9,56306538.38,8.2531,231.297,100.41,16835013.36
2018,63061624.86,64375904.17,4.2873,260.621,84.46,24558759.25
2018,55855477.04,55691309.06,3.9823,256.41,66.7,21000105.62
2011,46659480.42,48874230.64,9.1873,220.704,106.92,13637650.4
2012,41382952.51,36371351.96,7.9028,231.306,105.22,19822317.26
2012,55973798.75,46138269.46,7.6924,222.647,116.15,24489886
2014,47758889.95,52095668.83,6.2588,236.486,105.17,22465548.78
2017,61727466.62,58371443.23,4.784,247.211,55.6,28457761.04
2015,39235646.05,43566735.57,5.3264,238.187,48.85,23076832.28
2018,52514393.84,48292805.74,4.1232,258.015,76.86,18658299.31
2012,56007751.66,44684555.99,8.2545,227.544,117.03,26792313.45
2011,54942396.18,59695954.62,8.7652,222.432,116.63,18897459.61
2024,85609992,71162882.81,4.0866,319.777,72.92,64329792.04
2014,38852655.11,41100344.84,6.0919,240.517,85.37,19754432.13
2023,55731427.26,56025212.64,2.8625,308.643,74.89,45117648.6
2015,46585633.85,47506386.92,5.4706,245.558,43.17,24636305.55
2012,48711156.8,45874301.21,8.2181,232.749,125,23946367.41
2022,64829665.07,66190957.9,4.0021,296.447,78.55,53107159.71
2015,44208615.4,43540919.29,5.4788,239.578,57.92,22457536.41
2016,45039091.68,47044913.79,4.8818,249.056,37.05,19999428.27
2016,44920376.55,48361328.3,5.0916,245.885,42.48,22130253.07
2022,52920967.54,51592116.8,4.0182,296.887,113.72,42078268.55
2013,44225911.32,45466611.51,7.0177,231.4,111.07,29913940.47
2015,42705529.51,48469142.1,5.1398,238.072,48.35,23624124.53
2014,44807221.9,47749855.09,6.0363,233.215,121.48,20640251.47
2016,43224542.86,46543918.6,5.6203,249.837,35,21507716.05
2020,87205467.81,60959839.81,7.6805,270.468,37.4,55538851.5
2018,59747944.33,61837959.98,3.7611,258.156,82.97,26236295.84
2020,73159120.92,49574947.69,8.0376,262.962,44.63,46259658.71
2022,65264397.24,67049766.59,4.0134,292.839,103.69,57182003.93
2011,44420036.34,43872381.68,8.2667,224.593,125,14576602.05
2022,66372847.56,69933444.65,3.3995,296.906,94.3,62253512.91
2016,42113993.36,43659704.36,5.3659,243.471,35.62,22994317.6
2016,48738423.14,51254518.13,4.8279,249.288,50.73,21214048.76
2014,49561908.32,49847168.87,6.0496,240.753,88.76,26142687.49
2017,63003491.2,58419207.65,4.2279,250.235,50.84,28020117.35
2023,74770583.53,71753144.93,3.5148,308.991,84.22,57527700.87
2021,63465166.04,53256129.43,5.4768,279.757,62.16,55304523.8
2019,60369708.2,62025984.95,3.3048,262.828,71.86,23635374.36
2020,77217780.41,55208856.32,7.9655,265.923,38.55,45327114.17
2014,48813505.06,48661709.5,6.0913,236.015,117.27,27038297.33
2015,46942993,46943918.57,4.9191,241.664,44.17,23243057.56
2013,48744163.39,46274540.77,6.9669,238.891,91.59,29140326.46
2014,42032232.68,44655576.55,5.9838,234.785,98.9,25238813.75
2021,64447122.46,60513375.61,5.2205,278.197,58.84,56854229.79
2014,39242192.35,41225924.22,6.5399,237.761,95.09,21833898.78
2016,42644199.77,44000268.13,4.7962,248.374,39.25,21366789.42
2020,84622340.28,56254165.69,7.1173,264.295,49.86,50383607.09
2015,52767862.21,54427019.86,5.2407,242.621,55.67,27228803.47
2015,43453009.74,43225992.33,5.0156,242.085,45.76,22728970.6
2020,70225332.13,53105227.65,8.4777,269.895,35,44248462.92
2017,67167578.62,60655826.18,4.1116,249.022,42.86,26458596.69
2019,59866719.38,62258617.62,4.2915,258.588,72.73,21857548.42
2015,46625006.42,47680255.98,5.4936,243.675,47.9,21804011.92
2022,60998817,58419370.55,3.7288,292.544,85.1,46606878.67
2022,54534271.78,56839361.25,3.3286,292.38,104.03,45628968.87
2016,39977363.44,41117250.77,5.5952,248.014,45.45,18117453.24
2018,64057957.39,60635251.03,3.7698,255.089,78.83,23270409.51
2012,51357271,48072847.92,8.3511,228.441,104.49,25731532.52
2017,57221194.98,52772399.67,4.7485,251.691,44.64,25541712.54
2023,72547912.74,65999938.57,3.4659,309.58,88.82,58306876.32
2019,62738111.71,64457788.05,3.5642,264.977,66.69,24196846.02
2019,64253071.34,63236181.2,3.4274,263.015,63.86,25237001.4
2024,97016782.98,82213692.58,3.6419,320.465,76.77,75446433.34
2016,41011555.83,43757339.54,4.6243,248.178,47.12,20912866.1
2015,45303413.81,47588038.62,5.25,245.382,43.37,22710408.64
2019,64211092.8,64939466.32,4.3275,259.239,70.48,23834872.02
2016,35153402.94,36900905.14,5.1176,244.589,47.48,17678961.08
2014,33904627.32,40305597,6.6197,236.88,101.02,19402694.53
2023,70365630.65,64971320.97,3.5384,311.871,91.42,51775429.51
2014,40319265.81,45090242.69,6.5483,233.814,85.22,23249223.48
2023,63853469.71,57856772.31,3.6124,306.403,83.13,53464574.32
2015,42032849.1,45198939.81,4.6219,244.458,53.43,22067373.95
2023,82408049.69,81724343.99,4.0957,308.586,80.64,71254706.48
2013,44715882.22,40231875.68,6.8632,235.307,112.74,25815535.58
2016,34335568.86,35963994.56,5.0624,245.051,52.22,17107146.09
2015,39556792.63,37642315.9,4.9744,242.271,46.81,21787710.5
2016,41763836.49,43521837.04,4.9608,248.671,47.31,19171283.73
2013,46876578.32,41896535.15,7.4158,235.971,91.78,29513025.03
2021,71417095.75,58080501.28,5.3633,278.517,75.73,62764832.15
2020,72647448.41,49390107.14,8.3773,259.656,41.05,47447191.28
2023,78264954.33,76993498.88,3.4616,309.641,74.28,61178510.98
2014,43496711.95,47168670.2,6.4503,236.953,109.64,24114327.74
2012,49389197.69,41430175.97,8.1774,225.256,110.4,23148765.4
2020,73257604.63,44699834.21,8.0603,271.077,39.48,42698076.26
2017,48255247.38,44685218.02,5.008,249.804,52.37,21489500.69
2014,39725637.29,43570635.4,5.7772,238.773,77.92,21891304.66
2013,42300908.89,36584895.03,7.0258,230.89,107.63,24605466.04
2021,67044052.6,55899889.82,5.738,277.223,62.36,57045046.18
2016,41149215.84,43972333.66,4.6598,251.361,51.71,21222212.17
2011,56784613.6,54818607.44,8.7711,225.879,121.23,19509319.59
2024,93020244.11,79707975.83,3.379,321.318,94.28,77538471.15
2015,51137753.59,54949515.45,5.4105,240.423,52.57,27236126.56
2023,69391808.25,64479401.8,3.3558,312.19,88.97,54478168.76
2014,45712309.85,48444091.95,6.3813,235.603,103.8,25213142.33
2023,71952599.58,71321190.74,3.7249,310.54,63.22,55498595.69
2017,62297410.91,60010541.24,4.5001,254.799,54.97,25439782.5
2021,62394226.5,49620073.64,4.7911,275.237,81.16,54159805.92
2013,37640317.09,37422698.31,7.1043,229.647,66.58,22736461.92
2024,87400029.89,75569002.2,3.4936,319.475,68.65,70135446.59
2014,46648176.34,45437028.42,6.1566,243.569,97.04,23146498.4
2011,51854534.18,48052850.56,8.1385,225.418,97.33,16530915.57
2013,49507560.62,46045217.9,6.4348,242.682,94.82,28052092.54
2014,51212784.17,54654854.74,5.7861,235.387,86.93,25483910.5
2019,62069442.31,61882107.65,3.9898,258.254,77.73,28014018.2
2024,97332605.97,82566386.52,3.4531,325,93.34,74343078.01
2020,87261049.83,59904781.18,8.4076,261.275,38.45,53076953.16
2016,37374008.19,38687486.84,5.4126,247.63,51,16778025.78
2024,96912092.91,82668275.58,3.6942,321.386,96.53,66639468.93
2020,73656196.32,49709056.74,7.9794,271.514,45.42,43522635.21
2019,57606104.33,62513358.01,3.7168,262.508,59.69,23447110.38
2018,61360775.19,63132532.01,3.8287,258.543,82.67,20019975.52
2018,60579130.94,59746520.71,4.3143,263.228,71.74,22985781.55
2016,43602230.19,43572757.15,4.5913,245.882,38.96,19294874.97
2013,58452872.34,53601897.21,7.4241,230.353,104.42,33162492.36
2016,45056222.28,44917737.35,4.2315,244.414,45.97,20468186.47
2015,36657723.11,37486308.26,4.8516,235.98,49.94,18311402.41
2019,64518063.75,63156832.92,3.3369,266.981,71.21,26442797.78
2022,62394224.83,65078293.02,3.4896,289.173,103.26,51074136.39
2018,57276817.4,55692712.35,4.1542,261.328,79.57,19773235.62
2016,51139717.78,51733202.06,5.1517,244.349,42.2,23499241.89
2021,70161038.34,58156626.69,5.2755,274.09,64.2,58003381.69
2011,52592514.13,52955786.81,8.6972,220,125,17186793.7
2016,37394217,40956584.04,4.8783,252.595,52.01,19668121.74
2018,50801684.01,54865145.23,3.8481,255.058,64.58,20499156.68
2013,41104300.08,37125802.62,7.2061,231.533,86.27,23267826.56
2018,59320841.38,64259723.91,4.0023,257.159,70.42,24187831.63
2011,43326916.55,47839319.41,8.6173,223.314,105.75,16379736.25
2021,63342006.07,50917519.43,4.9783,278.717,58.16,47059659.7
2020,84599442.91,53546956.16,7.7926,269.129,36.37,51568943.7
2018,59349952.92,61258405.16,4.0585,251.987,59.56,24658621.24
2020,83825369.07,56787453.73,8.2892,262.925,40.69,49056842.2
2020,67257438.63,48793690.89,8.1098,267.762,39.91,45907578.91
2013,50600268.4,42639921.29,6.9717,226.575,112.94,26881828.53
2024,94775635.05,75794368,4.166,318.904,84.23,69899729.67
2015,36956686.38,37652670.54,5.4347,243.472,54.23,19372092.83
2017,50040274.51,45656104.94,4.2281,250.262,57.13,19229980.97
2017,61314545.96,58156243.23,4.3182,252.433,55.44,25070113.69
2011,57854489.33,53953085.99,8.8037,228.604,125,17149811.82
2011,58634531.19,56877651.44,8.5639,228.002,122.46,18237832.89
2013,38775137.81,37120229.63,7.3135,234.427,96.55,23701275.02
2020,78624879.09,51673476.97,7.6604,272.652,35,48512403.1
2021,64025006.86,54977793.64,5.6145,278.611,66.16,59025580.52
2022,57554315.91,54991800.22,3.404,294.898,103.34,46905955.96
2024,91062150.89,78419100.83,3.9105,318.995,64.37,64246592.77
2011,57864371.04,57977943.43,8.8315,222.62,125,18671188.51
2024,96496927.91,78719366.4,4.4535,322.473,80.81,73298404.4
2011,50440171.46,50511573.23,8.1759,230.313,106.9,16049070.1
2023,80511357.58,72932805.5,3.6533,309.378,80.13,63400797.61
2021,70872185.44,56661341.55,5.499,280.953,55.18,62912406.62
